k1,k2,class
-0.905141829,5.04216340200000,1
-0.893859945,4.97855876900000,1
-0.820052955,5.00518780200000,1
-1.105555853,4.88722955800000,1
-1.049332368,4.99140104600000,1
-1.184217374,4.99666532600000,1
-1.25126948,4.86864295800000,1
-1.516859507,4.81612686000000,1
-1.469433875,4.86095027100000,1
-1.645289634,4.71184794200000,1
-1.630963109,4.81696606300000,1
-1.834846903,4.57954154700000,1
-1.935030619,4.63009869600000,1
-1.970479016,4.23919091700000,1
-1.980329193,4.34698264100000,1
-2.310492508,4.32111005300000,1
-2.395999747,4.29798225900000,1
-2.368498483,4.52545724900000,1
-2.58915387,4.26226795600000,1
-2.713264716,4.34627256800000,1
-2.798562564,4.21192491400000,1
-2.854076915,4.12582300900000,1
-2.822713619,4.17386979500000,1
-3.07363421,3.93655936300000,1
-3.100777201,3.90657902500000,1
-3.049302575,3.85812264800000,1
-3.274377307,3.61313021500000,1
-3.306211468,3.82892690500000,1
-3.257189321,3.78684692200000,1
-3.488172658,3.56452222500000,1
-3.365561914,3.31008284200000,1
-3.452065622,3.51167851500000,1
-3.742404432,3.47604148400000,1
-3.796616155,3.46373916100000,1
-3.608711549,3.43679965200000,1
-3.867675549,3.09988173100000,1
-4.004542151,3.00050509000000,1
-4.047276473,2.80207576800000,1
-4.004194898,2.99875145300000,1
-4.126088119,2.76837148500000,1
-4.162422141,2.70654701500000,1
-4.253461557,2.73689246900000,1
-4.215354772,2.46062778400000,1
-4.234907579,2.43814463600000,1
-4.502592574,2.14604642600000,1
-4.568488299,2.31904208400000,1
-4.549361946,2.03865307200000,1
-4.423068423,2.29190528400000,1
-4.583832323,2.07047929100000,1
-4.473578886,1.88712353300000,1
-4.719210966,1.90267988100000,1
-4.696433473,1.70250234500000,1
-4.760146664,1.65714451000000,1
-4.645944918,1.59225558900000,1
-4.659973239,1.56284166800000,1
-4.79445321,1.29790328500000,1
-4.912809617,1.28962720600000,1
-4.773642563,1.18351629800000,1
-4.834370055,0.963114725000000,1
-4.997358497,0.710052381000000,1
-4.764394914,0.734418840000000,1
-4.91198178,0.853163208000000,1
-4.953637978,0.469577549000000,1
-5.15281787,0.651251350000000,1
-5.076543693,0.447579897000000,1
-4.896761263,0.445599600000000,1
-4.962345995,0.260586356000000,1
-4.993814022,0.121583166000000,1
-5.044483434,-0.053149425,1
-5.014445412,-0.147900096,1
-4.985989851,-0.153493269,1
-4.988096753,-0.225237964,1
-5.007750712,-0.291476132,1
-5.075397092,-0.510970231,1
-5.095553409,-0.706886246,1
-5.042818425,-0.683897317,1
-4.962522738,-0.912261502,1
-4.90209888,-0.941729116,1
-4.93017919,-1.161372555,1
-4.798648363,-1.126440663,1
-4.779368411,-1.110043738,1
-4.939849032,-1.317864893,1
-4.90873875,-1.473878456,1
-4.744748074,-1.685219338,1
-4.852898732,-1.62094335,1
-4.677628446,-1.652016821,1
-4.835297471,-1.784310335,1
-4.561342199,-1.792169511,1
-4.57176914,-2.015772146,1
-4.522882489,-2.222138942,1
-4.432152753,-2.370556962,1
-4.517597768,-2.309320506,1
-4.318501605,-2.337762548,1
-4.308820308,-2.306898824,1
-4.129686588,-2.668965612,1
-4.087735145,-2.624257287,1
-3.972136437,-2.705621199,1
-4.101057925,-2.80973331,1
-3.835596424,-2.935371615,1
-4.21468673,-3.206044848,1
-4.018791496,-3.242298923,1
-3.928335454,-3.225122082,1
-3.854558797,-3.431999234,1
-3.752087129,-3.26110275,1
-3.677882818,-3.533664999,1
-3.558769393,-3.527656553,1
-3.481708861,-3.535426673,1
-3.649336589,-3.579720955,1
-3.313628508,-3.77366971,1
-3.20662517,-3.74734558,1
-3.129301727,-3.991298858,1
-3.168868635,-3.982362476,1
-3.120042381,-3.993786628,1
-2.871873519,-3.928970848,1
-2.766227708,-4.097945268,1
-2.881122567,-4.185054278,1
-2.639489473,-4.218743733,1
-2.580844045,-4.361598573,1
-2.67153375,-4.34924067,1
-2.334477931,-4.380338406,1
-2.26595255,-4.436901314,1
-2.163256874,-4.350636968,1
-2.242894875,-4.644157386,1
-2.14442234,-4.462871913,1
-1.861227576,-4.68417213,1
-1.804785152,-4.778652937,1
-1.758679539,-4.47330319,1
-1.664017186,-4.656498704,1
-1.508538056,-4.778619966,1
-1.553705546,-4.976733665,1
-1.382486916,-4.895531515,1
-1.362431793,-4.774041501,1
-1.219191452,-4.846486053,1
-0.997998379,-4.920633147,1
-0.898349167,-4.747267766,1
-0.979942991,-4.991359066,1
-0.784504001,-5.095964663,1
-0.629257784,-4.881820088,1
-0.30240549,-4.833917023,1
-0.30440324,-5.08921905,1
-0.237041618,-4.870973354,1
-0.226208363,-4.925048386,1
-0.257979427,-4.911623989,1
-0.179855687,-5.15824959,1
0.0404208460000000,-5.00896199,1
0.418647783000000,-4.912563653,1
0.298653771000000,-4.89817022,1
0.429516024000000,-5.044507102,1
0.484215789000000,-4.989151232,1
0.682822528000000,-4.931975807,1
0.781237686000000,-4.879897278,1
0.620912869000000,-4.829297019,1
0.928745438000000,-4.874361348,1
1.15581339300000,-4.839279867,1
1.13796726900000,-4.677595492,1
1.33116341600000,-4.88842513,1
1.39165234200000,-4.831762579,1
1.72664990200000,-4.86453274,1
1.71143330700000,-4.821648377,1
1.57567668100000,-4.77329135,1
1.64271391000000,-4.650525957,1
1.79738390600000,-4.616614904,1
2.01961918400000,-4.796511493,1
1.86989039100000,-4.438290812,1
2.07494465400000,-4.618769826,1
2.18379991800000,-4.461598746,1
2.19538821200000,-4.425300415,1
2.45286733100000,-4.384526979,1
2.49466861300000,-4.475582462,1
2.51902533600000,-4.391892866,1
2.68976403100000,-4.254677211,1
2.71906915800000,-4.226871764,1
2.82282364500000,-4.197955934,1
2.90182507900000,-4.191587353,1
3.04125220300000,-4.079615218,1
2.97420353700000,-3.826712823,1
3.08839648700000,-3.807967337,1
3.26266675000000,-3.571595015,1
3.14275178900000,-3.660789373,1
3.48191541700000,-3.571126427,1
3.50259931700000,-3.582049223,1
3.68550431800000,-3.59651691,1
3.57099816400000,-3.418581235,1
3.75294007800000,-3.530978325,1
3.80334214000000,-3.253237799,1
3.84641175300000,-3.2046912,1
3.86761816800000,-2.947121328,1
4.14860126800000,-3.107958037,1
4.08317386700000,-2.918865854,1
4.18878925200000,-2.862943237,1
4.11869776400000,-2.762058788,1
4.08532688000000,-2.700440977,1
4.09471426100000,-2.443385935,1
4.28371515600000,-2.426688302,1
4.57729414200000,-2.494724482,1
4.39751491700000,-2.37536031,1
4.44738874300000,-2.126531067,1
4.33383344400000,-2.018073455,1
4.63927809000000,-2.015028975,1
4.67198558500000,-1.973045344,1
4.78359346300000,-1.828796939,1
4.62814551800000,-1.779761548,1
4.86566006300000,-1.637591405,1
4.73248188600000,-1.496438702,1
4.77803391900000,-1.407910641,1
4.80043381900000,-1.293071711,1
4.97867995300000,-1.284716203,1
4.93426770200000,-1.183281105,1
4.85611140400000,-1.04567828,1
4.88434686900000,-0.995202315,1
4.78882694900000,-0.940488016,1
5.00190030700000,-0.582163503,1
4.83658025500000,-0.675089553,1
5.05114938200000,-0.53214446,1
5.10203377400000,-0.493829899,1
4.94916338300000,-0.491055214,1
4.89487182300000,-0.090523775,1
5.02905361300000,-0.152223462,1
5.03059829300000,-0.062971121,1
10.0511859600000,0.0283945800000000,2
10.1008302200000,0.432377518000000,2
10.0387055100000,0.562763989000000,2
9.84036332000000,0.708679431000000,2
9.75168973900000,1.05889850900000,2
9.77081934800000,1.37169251800000,2
9.83478622000000,1.58660482700000,2
9.85450363600000,1.56505068200000,2
9.83375560800000,2.03207364900000,2
9.74186849200000,2.04791943000000,2
9.77548289100000,2.33284115200000,2
9.64278738400000,2.54723306400000,2
9.56003369100000,2.67430626300000,2
9.68755504500000,2.98442694000000,2
9.65941974100000,3.15211998500000,2
9.52183106100000,3.22259841800000,2
9.41457541700000,3.54392729600000,2
9.28212788000000,3.83721829800000,2
9.35882501000000,3.83886811300000,2
9.02303747900000,3.91047416200000,2
9.06232459000000,4.17101697200000,2
8.89160408900000,4.56581999400000,2
8.77240912400000,4.66554188100000,2
8.70126341100000,4.69429987300000,2
8.77479816700000,5.08673979600000,2
8.62455620500000,5.19733185800000,2
8.43752492700000,5.35934194000000,2
8.40823179700000,5.53372025100000,2
8.13659759900000,5.62727455600000,2
8.23665080300000,5.88939170400000,2
7.80296020600000,5.99478711000000,2
7.80235164500000,6.26464325400000,2
7.85472514400000,6.51012387200000,2
7.56356719100000,6.50949502100000,2
7.47997863300000,6.75985874100000,2
7.33026281400000,6.85177470800000,2
7.07361049400000,6.91712227400000,2
6.99083183400000,7.07618728600000,2
6.73464178900000,7.30923723400000,2
6.53114071000000,7.43629318300000,2
6.62806186700000,7.56659023900000,2
6.29858118500000,7.64614168800000,2
6.20782826300000,7.80432320300000,2
5.94503202300000,8.04659588400000,2
5.97736601600000,8.07004645400000,2
5.78391513200000,8.19091575500000,2
5.68399291600000,8.22535426800000,2
5.24861801100000,8.53413274200000,2
5.25658380900000,8.56158798700000,2
5.08358197700000,8.83319090800000,2
4.76373733500000,8.67786009300000,2
4.86451428200000,8.80981771300000,2
4.21113969500000,9.00400811400000,2
4.14939288200000,9.02033764700000,2
3.99294854900000,9.10675972200000,2
3.95708053300000,9.28058559900000,2
3.62447718800000,9.17824133700000,2
3.69661683900000,9.40313286600000,2
3.13901752200000,9.50180745700000,2
3.09918015800000,9.48556688500000,2
2.94554290200000,9.51418841200000,2
2.67086525000000,9.47024914200000,2
2.50056745800000,9.67099079300000,2
2.02147430600000,9.48056593100000,2
2.15239633200000,9.70458517400000,2
1.85698985400000,9.70679997400000,2
1.65572585200000,9.75987483000000,2
1.60870605500000,9.96576391400000,2
1.03722096900000,10.0670054500000,2
1.02944475700000,9.97619944700000,2
0.938102778000000,10.0056630800000,2
0.742219788000000,9.89492244400000,2
0.305446625000000,10.0253680700000,2
0.214405950000000,9.90266290300000,2
-0.006728963,9.83148865500000,2
-0.14174827,10.0234205500000,2
-0.352315125,10.1087219500000,2
-0.694064208,9.93509178200000,2
-0.846587819,10.0335718200000,2
-0.938821116,9.98441976700000,2
-1.258807941,10.0361762100000,2
-1.501081336,10.0355757800000,2
-1.785884785,9.83642418900000,2
-1.913955659,9.59195824600000,2
-2.154534999,9.76751237900000,2
-2.329753826,9.81241561000000,2
-2.539667954,9.74982712900000,2
-2.730921604,9.52167793700000,2
-2.778115941,9.61277706900000,2
-3.191574979,9.53642157400000,2
-3.292132872,9.40383873200000,2
-3.546645406,9.42375885300000,2
-3.578863804,9.26271745200000,2
-3.733751461,9.25077886800000,2
-3.9653136,9.08269577500000,2
-4.203343194,8.86778753600000,2
-4.226839004,8.93632162000000,2
-4.561504876,8.98738747500000,2
-4.740186655,8.65114174200000,2
-5.027183872,8.63136639800000,2
-5.141831472,8.56916163300000,2
-5.350224084,8.63901983900000,2
-5.337936214,8.55354136500000,2
-5.593292547,8.12260850600000,2
-6.052773144,8.01410377600000,2
-5.975236854,7.95880884100000,2
-6.21938382,7.82053676600000,2
-6.247068203,7.80770765400000,2
-6.545970227,7.62215820800000,2
-6.535854952,7.40943261800000,2
-7.131862177,7.39633635900000,2
-7.301247781,7.16329202300000,2
-7.153052227,6.96545426000000,2
-7.357052214,6.90580563500000,2
-7.303760242,6.74721833300000,2
-7.526513831,6.51927581600000,2
-7.60593328,6.43196602600000,2
-8.050967889,6.24669234800000,2
-7.916715945,5.99722507200000,2
-8.096264102,5.81129123100000,2
-8.22571462,5.69202034800000,2
-8.29734042,5.42203775600000,2
-8.394944737,5.40916690900000,2
-8.639129485,5.18384412000000,2
-8.695882577,5.08490463700000,2
-8.749523032,4.89352953900000,2
-9.009877381,4.65494353600000,2
-9.077656582,4.46716095600000,2
-9.116174417,4.32143877900000,2
-9.216282841,4.07548162300000,2
-9.203938289,3.85225476200000,2
-9.129883066,3.80505442000000,2
-9.439088505,3.28639822200000,2
-9.66760958,3.20258466700000,2
-9.723283003,3.06560046200000,2
-9.508116675,3.03859107000000,2
-9.574729901,2.62196941000000,2
-9.823497521,2.60894683300000,2
-9.752935891,2.56455532300000,2
-9.787936869,2.02196507900000,2
-9.876642408,2.01769580100000,2
-9.928961593,1.69955897400000,2
-9.659120874,1.52072886100000,2
-9.896996158,1.37315420800000,2
-9.854126951,1.02891343200000,2
-9.9203934,0.814203754000000,2
-9.988145778,0.546037912000000,2
-10.00549701,0.397675636000000,2
-9.916916463,0.190516098000000,2
-10.00463393,0.138239118000000,2
-9.900821573,-0.31564238,2
-9.751066272,-0.254049051,2
-10.08416904,-0.608070289,2
-9.920111544,-0.828015051,2
-9.905354473,-1.112861204,2
-9.871888338,-1.257308032,2
-9.820586623,-1.365939681,2
-9.822252778,-1.6509017,2
-9.668716787,-1.843856894,2
-9.766376571,-2.08756793,2
-9.586666893,-2.335480232,2
-9.654278755,-2.358315534,2
-9.77920317,-2.788914999,2
-9.521250893,-2.826756044,2
-9.500368115,-3.03496916,2
-9.597990173,-3.331069496,2
-9.472435014,-3.556977101,2
-9.465253754,-3.655032377,2
-9.248462536,-3.810842096,2
-9.308115779,-4.156879636,2
-8.968040359,-4.213967959,2
-9.082246274,-4.37132037,2
-8.599572957,-4.549539263,2
-8.677362157,-4.845076432,2
-8.462052096,-5.079537239,2
-8.376041717,-5.144585636,2
-8.334375971,-5.483428183,2
-8.315006001,-5.609719813,2
-8.206267204,-5.740684743,2
-7.942589714,-5.81601087,2
-7.701911731,-5.921182284,2
-7.803887816,-6.201450584,2
-7.915182355,-6.259646388,2
-7.584537378,-6.549037542,2
-7.403098523,-6.690324886,2
-7.224165059,-7.122061012,2
-7.236623572,-7.036518727,2
-6.872697025,-7.095516134,2
-6.639838532,-7.442662872,2
-6.651653405,-7.46535793,2
-6.762842705,-7.539293474,2
-6.218500003,-7.771080657,2
-6.198968158,-7.88005961,2
-5.970157011,-7.762047314,2
-6.0282402,-8.022346494,2
-5.772415108,-8.079619264,2
-5.331312514,-8.357406173,2
-5.594260832,-8.511504048,2
-4.995396179,-8.586485303,2
-4.988805063,-8.681225946,2
-4.788572051,-8.868174115,2
-4.581971303,-8.784651204,2
-4.555840847,-8.956938394,2
-4.281752845,-9.107443606,2
-3.835863387,-9.157966349,2
-3.945483966,-9.142448221,2
-3.755123696,-9.406153229,2
-3.389088357,-9.246467079,2
-3.251967802,-9.46625054,2
-3.116936685,-9.579596391,2
-2.845670917,-9.498908444,2
-2.562747775,-9.84453956,2
-2.691417726,-9.747536002,2
-2.264620333,-9.848350996,2
-2.128737552,-9.698915521,2
-1.839201325,-9.886162237,2
-1.714879053,-9.823396767,2
-1.212737663,-9.784402825,2
-1.165410686,-9.888946202,2
-1.138545456,-10.0542439,2
-0.991968275,-10.09167849,2
-0.531244817,-9.984404099,2
-0.388845553,-10.03852116,2
-0.297350699,-10.01446517,2
-0.028465668,-9.993290518,2
0.195935641000000,-10.01985786,2
0.515956433000000,-9.983692725,2
0.574843117000000,-10.09315997,2
0.925417476000000,-9.904125489,2
0.791741548000000,-9.939251102,2
1.21388504300000,-9.894103293,2
1.51525101500000,-9.9704303,2
1.63042406300000,-10.04298267,2
1.89070798400000,-9.886474666,2
2.19702175200000,-9.731398637,2
2.16614827300000,-9.860380444,2
2.55012709400000,-9.861015396,2
2.69364718900000,-9.70870209,2
3.11361117500000,-9.582749247,2
3.20401657900000,-9.575342094,2
3.22322107900000,-9.50191972,2
3.51368433000000,-9.567363909,2
3.54820104800000,-9.221327929,2
3.76588919300000,-9.239726236,2
4.04035695500000,-9.084139417,2
4.15360050400000,-8.979165138,2
4.33409533800000,-9.095992684,2
4.62452198700000,-8.915327066,2
4.71578886900000,-8.738053672,2
4.94665532100000,-8.558667841,2
5.15721589100000,-8.49376314,2
5.54467513100000,-8.635042473,2
5.41236370100000,-8.200016432,2
5.58925282400000,-8.218356882,2
5.90145873900000,-8.005886158,2
5.88481534100000,-7.992470632,2
6.13189361700000,-7.806067748,2
6.35863412200000,-7.662771228,2
6.61100453400000,-7.562445549,2
6.61242411600000,-7.315729117,2
6.67865269100000,-7.247033946,2
7.04123103100000,-7.104948767,2
7.14518063100000,-7.031712716,2
7.28470001600000,-6.926461412,2
7.43898656100000,-6.607486211,2
7.49511209100000,-6.415972282,2
7.66971578200000,-6.54889791,2
7.81180521000000,-6.064186685,2
8.18903782700000,-6.071929651,2
8.20932428000000,-5.965683781,2
8.21735083800000,-5.797687413,2
8.41738029400000,-5.482005827,2
8.69826734400000,-5.274375341,2
8.58714835600000,-5.225696831,2
8.63831024000000,-4.984471471,2
8.67258098700000,-4.919640166,2
8.81844151700000,-4.499138935,2
9.06407895000000,-4.358981238,2
9.05291944100000,-4.176979644,2
9.27461164400000,-4.028688397,2
9.25846569800000,-3.64534596,2
9.36986462700000,-3.764099179,2
9.36601447900000,-3.480151333,2
9.44969932000000,-3.254554161,2
9.34749125800000,-3.03471699,2
9.55272334800000,-2.907852098,2
9.59896260300000,-2.716254389,2
9.70664686900000,-2.616215192,2
9.72264415400000,-2.3627605,2
9.85654366500000,-2.100774434,2
9.85594085900000,-1.865772754,2
9.83840097800000,-1.603543049,2
10.0057314600000,-1.59232418,2
9.95347135400000,-1.332353931,2
9.91191908000000,-1.012896749,2
10.1260542700000,-0.805023407,2
9.78005152400000,-0.390303515,2
9.99799947500000,-0.45171835,2
10.0635572900000,-0.053549504,2
9.99688244500000,0.140439458000000,2
0.590399802000000,-0.67477653,3
-0.626254791,-0.762004637,3
-0.020471208,-0.003271896,3
-0.108827599,0.919487917000000,3
0.292626020000000,-0.319228547,3
0.418729662000000,0.170535502000000,3
0.509373364000000,-0.552376121,3
-0.447949846,0.502534119000000,3
0.359405354000000,-0.489809769,3
0.310196008000000,0.0119141030000000,3
-0.512950063,0.0994472170000000,3
0.858527246000000,0.834387328000000,3
-0.300032468,-0.428321962,3
-0.606809499,0.514400458000000,3
-0.497832284,0.507458189000000,3
0.232089352000000,-0.239108306,3
-0.053422302,0.135643281000000,3
-0.296680986,-0.848291421,3
0.661657256000000,-0.892099763,3
0.170528182000000,0.0615951060000000,3
-0.20961565,5.39544702700000,1
0.0144278160000000,5.93353510100000,1
-0.095335505,9.13841708000000,2
-1.270414377,8.38870191000000,2
-0.980738869,8.05103532000000,2
-0.455079466,6.46865006300000,1
-1.19994768,8.96453833400000,2
0.701668640000000,6.27795964400000,1
-1.310620231,9.10142924600000,2
-1.214094323,6.58798498300000,1
-0.872364747,7.08344866800000,1
-0.611443948,6.54457282300000,1
-0.832780319,7.46461487700000,1
-0.719405322,7.00165464900000,1
